"round";"time";"type";"clientNum";"chamada";"busyServers";"queueSize";"numDelayed";"cumQ";"cumB"
10;2016-05-30 20:38:24;"depart";22;"A";9;1;16;4276;12178
10;2016-05-30 20:38:57;"depart";19;"A";9;0;16;4309;12475
10;2016-05-30 20:40:07;"depart";27;"A";8;0;16;4309;13105
10;2016-05-30 20:40:14;"arrive";30;"A";9;0;16;4309;13161
10;2016-05-30 20:40:15;"depart";29;"A";8;0;16;4309;13170
10;2016-05-30 20:40:16;"arrive";31;"A";9;0;16;4309;13178
10;2016-05-30 20:40:26;"arrive";32;"A";9;1;17;4309;13268
10;2016-05-30 20:40:47;"depart";25;"A";9;0;17;4330;13457
10;2016-05-30 20:41:01;"depart";30;"A";8;0;17;4330;13583
10;2016-05-30 20:41:14;"depart";4;"A";7;0;17;4330;13687
10;2016-05-30 20:41:49;"depart";28;"A";6;0;17;4330;13932
10;2016-05-30 20:42:17;"depart";14;"A";5;0;17;4330;14100
10;2016-05-30 20:43:54;"depart";32;"A";4;0;17;4330;14585
10;2016-05-30 20:45:07;"depart";31;"A";3;0;17;4330;14877
10;2016-05-30 20:45:49;"depart";20;"A";2;0;17;4330;15003
10;2016-05-30 20:54:12;"depart";13;"A";1;0;17;4330;16009
10;2016-05-30 21:02:55;"arrive";33;"A";2;0;17;4330;16532
